"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF.dn","pval.TADA.dn","qvalue.dn"
"ERBB2IP",4.35e-05,1,2,1,0,1,0,3,27,4,10,12.0553742967751,0.0060160128102482,0.440182832240984
"SCN7A",4.4e-05,1,2,5,2,1,0,7,20,2,4,11.9868933093039,0.0060645850013344,0.440718216203614
"SORCS3",4.42e-05,1,0,2,2,0,0,4,19,5,2,11.9596189265028,0.00608913797704831,0.441251442145299
"AXL",4.48e-05,1,1,0,0,0,0,4,16,6,6,11.8781980666417,0.00613771016813451,0.441787230431889
"UBN2",4.68e-05,1,0,0,1,0,0,6,19,10,9,11.6110997185976,0.00630797971710702,0.442341837523852
"ITGA5",4.71e-05,1,0,1,0,0,0,3,25,3,1,11.5715988564901,0.00632879637042968,0.442895293323182
"HDLBP",6.03e-05,0,0,1,2,0,2,2,13,8,4,11.546426708599,0.00633947157726181,0.443446363738944
"EFCAB5",4.81e-05,1,7,8,3,9,0,11,15,7,5,11.440976312193,0.00639871897518014,0.444002134073008
"KIAA0232",4.81e-05,1,0,2,0,1,0,7,26,9,6,11.440976312193,0.00639871897518014,0.444553330165639
"VCPIP1",4.83e-05,1,0,0,0,0,0,1,7,2,3,11.4150438181901,0.00641419802508674,0.445102276362818
"SEMA6A",4.85e-05,1,0,2,0,1,0,9,25,5,7,11.3891749343347,0.00643181211635975,0.445648998987733
"FAM65C",4.88e-05,1,2,7,1,2,0,4,27,6,8,11.3504905096832,0.00645689885241527,0.446194647078297
"C11orf30",4.89e-05,1,1,1,1,0,0,4,9,5,12,11.3376273245833,0.00646864157993061,0.44673699525892
"KDM3A",4.89e-05,1,2,1,0,0,0,5,18,5,1,11.3376273245833,0.00646864157993061,0.447274969663892
"CLASP1",6.28e-05,0,0,1,0,0,2,7,37,7,8,11.1630167284112,0.00655297571390446,0.44782378649002
"PHF2",5.06e-05,1,0,1,0,0,0,5,15,8,4,11.1213500778195,0.00657912997064318,0.448371845812306
"DENND5A",5.09e-05,1,1,1,1,1,0,3,13,7,4,11.083649155931,0.00660314918601548,0.448918821993655
"RFX7",5.12e-05,1,0,1,0,0,0,5,25,4,4,11.0460865189567,0.0066207632772885,0.449464725113179
"ATP10D",5.14e-05,1,4,5,0,0,0,8,30,14,11,11.0211213157961,0.00663837736856152,0.45000848129567
"DHX57",5.2e-05,1,1,1,2,4,0,14,46,5,15,10.9465913954357,0.00667360555110755,0.450554428297209
"PTPRM",6.46e-05,0,2,2,1,0,2,9,36,8,5,10.8954431834517,0.00669762476647985,0.451100538714605
"MBD5",5.32e-05,1,0,0,0,0,0,4,21,9,6,10.7991627588004,0.00673765679210035,0.451650764237158
"RALGAPB",5.4e-05,1,0,0,0,1,0,5,22,9,8,10.7020715734159,0.00678356018147852,0.452205188875626
"SMARCC2",5.5e-05,1,0,1,0,0,0,2,9,0,1,10.582033892648,0.0068470776621297,0.452765846835948
"TRPM5",5.55e-05,1,2,8,2,1,0,8,48,8,8,10.522562126916,0.00687269815852682,0.453327408468517
"NOL6",5.62e-05,1,0,0,0,0,0,11,52,8,11,10.4399084947192,0.00691059514278089,0.453891934776115
"FARP1",5.68e-05,1,0,2,0,1,0,8,35,9,11,10.3696215922644,0.00694528956498532,0.454458342208506
"IQGAP2",5.72e-05,1,4,7,2,0,0,10,36,7,3,10.3230482317144,0.00697197758206565,0.455024541511916
"EPHB2",5.76e-05,1,0,2,0,2,0,6,28,6,10,10.2767011396557,0.00700080064051241,0.455590529754866
"C2CD3",6.9e-05,0,5,19,2,0,2,7,35,17,11,10.2699571680818,0.00700080064051241,0.456152824977489
"SHANK3",5.78e-05,1,1,0,1,1,0,5,19,3,3,10.2536120738073,0.0070157459300774,0.456712313820907
"ADCY5",6.98e-05,0,0,0,1,0,2,2,18,1,4,10.1604363939022,0.00704723779023219,0.457275793495423
"DICER1",7.06e-05,0,0,2,0,0,2,8,19,6,5,10.0521696425562,0.00707712836936216,0.457844616213414
"DGKD",6.07e-05,1,1,1,0,0,0,5,24,8,9,9.92505376619711,0.0071208967173739,0.458420483904278
"CTTNBP2",6.14e-05,1,4,1,3,2,0,5,59,10,11,9.84746507500194,0.00715825994128636,0.458998990630643
"RIMBP2",6.25e-05,1,0,0,0,0,0,10,27,5,2,9.72686277945521,0.00720309580998132,0.459584013136571
"ZNF423",7.34e-05,0,0,0,0,0,2,14,46,5,8,9.6828914472054,0.00722818254603683,0.460168667099967
"CECR2",6.41e-05,1,1,0,0,1,0,3,27,10,7,9.55428497320183,0.00728476114224713,0.460760608274385
"SCN1A",7.5e-05,0,1,0,0,0,2,11,16,9,5,9.47844164081953,0.00731625300240192,0.461355075921096
"MLL5",6.55e-05,1,2,3,0,1,0,14,37,7,4,9.40599526499145,0.00734507606084868,0.461951774741604
"THSD7A",6.55e-05,1,0,2,0,0,0,9,28,4,7,9.40599526499145,0.00734507606084868,0.462544133934327
"JARID2",6.6e-05,1,0,0,0,0,0,1,15,4,8,9.35363967779313,0.00736108887109688,0.463136938041125
"L1CAM",6.61e-05,1,0,0,0,0,0,0,4,0,0,9.34320644155311,0.0073632239124633,0.463726404974022
"RIMS1",6.65e-05,1,3,7,0,1,0,9,27,7,7,9.30159922058602,0.00738137176407793,0.464315386057265
"UMODL1",6.98e-05,1,3,10,4,7,0,11,60,18,20,8.9658901599339,0.00747638110488391,0.464930795555682
"SHANK2",7.02e-05,1,0,0,0,0,0,7,28,8,4,8.92609726413909,0.00748705631171604,0.465545484694573
"POLRMT",7.08e-05,1,0,9,0,1,0,10,31,7,6,8.86676569020678,0.00750093408059781,0.466161281471506
"SETD2",7.14e-05,1,0,1,0,0,0,6,25,4,2,8.80786048379215,0.00752014945289565,0.466778161046659
"KIAA2018",7.32e-05,1,0,0,0,0,0,4,43,7,10,8.63367020290837,0.00757939685081398,0.467406894948577
"TRIP12",7.38e-05,1,1,1,0,0,0,7,25,9,6,8.57643773598953,0.00759487590072058,0.468036560349901
"CUX2",7.62e-05,1,0,0,0,0,0,5,27,9,7,8.35157771842021,0.00766533226581265,0.468683035311254
"BRWD1",7.83e-05,1,2,0,1,1,0,12,28,13,3,8.16005121306763,0.00771870829997331,0.469343322487007
"DIP2A",7.85e-05,1,0,4,2,0,0,18,51,10,14,8.1420598868653,0.00772671470509741,0.470000739599262
"HEATR5B",7.88e-05,1,1,8,1,1,0,8,24,11,8,8.11515328569176,0.00773311982919669,0.470656176321783
"LPHN1",8.89e-05,0,0,0,0,0,2,4,37,3,4,7.88556780027728,0.00780250867360555,0.471329297248826
"FREM3",8.46e-05,1,0,0,0,0,0,0,0,0,0,7.61341837835137,0.00786015479049907,0.472024590440326
"ADAMTS7",9.29e-05,0,0,6,2,2,2,3,17,8,8,7.48237948633763,0.00788951160928743,0.47272819578372
"ZNF292",8.74e-05,1,0,0,0,0,0,4,30,5,8,7.38329779305646,0.00790499065919402,0.473436944767462
"MED13L",8.79e-05,1,0,0,0,0,0,1,12,6,5,7.34300198306935,0.00791406458500133,0.474144918326232
"KIAA0100",8.8e-05,1,3,6,4,0,0,7,41,14,13,7.3349713911337,0.00791833466773419,0.47484888428987
"SMARCA4",9.51e-05,0,1,0,0,0,2,6,8,5,3,7.2701122349994,0.00793594875900721,0.475554606422792
"DOCK8",8.9e-05,1,3,9,0,1,0,15,79,21,18,7.25518571017799,0.0079434214037897,0.476257062825464
"DIP2C",9.17e-05,1,0,0,0,0,0,7,24,4,11,7.04441370926758,0.00798185214838537,0.476976146143568
"EP300",9.32e-05,1,0,0,0,0,0,10,20,7,9,6.93018628784501,0.00800533760341607,0.477702104991322
"MYO7B",0.0001006,0,1,5,1,1,2,15,70,14,18,6.76722352084036,0.00803682946357086,0.478440051772806
"DSCAM",0.0001015,1,1,1,0,0,0,9,39,13,14,6.33326458033241,0.00816066186282359,0.479218996392244
"DYSF",0.0001019,1,3,8,2,2,0,23,85,24,28,6.30593724472285,0.00817080330931412,0.479995707719136
"NOTCH3",0.0001062,0,0,2,0,0,2,17,50,14,8,6.29335811496946,0.00817187082999733,0.480768627664717
"PLXNB1",0.0001032,1,3,7,1,2,0,9,30,9,7,6.21799997596159,0.00818734987990392,0.481544553411008
"INTS1",0.0001036,1,1,4,0,1,0,15,38,13,12,6.19120970586244,0.00819161996263678,0.482318260621121
"FRYL",0.0001066,1,0,1,1,0,0,18,42,12,8,5.99421495293004,0.00824232719508941,0.483108266447767
"SVIL",0.0001078,1,1,5,1,0,0,12,65,19,12,5.91732308074763,0.00825673872431278,0.483901529141366
"ZNF462",0.0001082,1,0,2,0,0,0,14,57,19,14,5.89192987504707,0.00826901521216974,0.484692408860983
"PLXNA1",0.0001217,0,0,2,0,0,2,8,34,3,9,5.15806743754953,0.0083789698425407,0.485561298851524
"FBN1",0.0001229,0,2,0,0,0,2,7,47,12,13,5.07984879549721,0.00839871897518014,0.486433744136106
"ZNF451",2.685e-06,0,1,2,2,0,1,1,10,2,6,4.53919179595927,0.00849426207632773,0.487365740728309
"DMRT2",3.62e-06,0,0,0,0,0,1,5,8,0,5,4.48459891751522,0.00855564451561249,0.488298497952419
"SNAPC5",4.17e-06,0,0,0,0,0,1,1,4,0,1,4.45281755719144,0.00862343207899653,0.489229212146918
"DENR",4.54e-06,0,0,0,0,0,1,0,1,0,0,4.43157449375448,0.00866239658393381,0.490156608793976
"PRLH",4.94e-06,0,0,2,0,0,1,1,2,1,1,4.40873227245245,0.0087419268748332,0.491080923095681
"KRTAP9-3",5.03e-06,0,0,0,0,1,1,4,7,4,3,4.40361034415007,0.00876434480918068,0.492000000975188
"TMEM85",6.19e-06,0,0,2,0,0,1,0,2,3,1,4.3381673680937,0.00901147584734454,0.492921342890001
"ALMS1",0.0001355,0,1,10,1,1,2,28,86,18,28,4.33127806463104,0.00904136642647451,0.493837723005902
"PSMG4",6.48e-06,0,0,0,0,0,1,0,0,0,0,4.32197151284436,0.0090803309314118,0.494749486741469
"CST9",6.73e-06,0,0,0,0,1,1,0,2,1,0,4.308062055952,0.00913157192420603,0.495657245019013
"RGS1",6.88e-06,0,0,1,0,0,1,1,8,0,4,4.29973962899071,0.00918174539631705,0.496560351442464
"ZMAT5",7.28e-06,0,0,3,0,0,1,1,4,2,0,4.27763138930459,0.00929970643181212,0.497460540646417
"DNAJB9",7.29e-06,0,0,0,0,0,1,1,5,3,2,4.27708026108792,0.00930290899386176,0.498355206026733
"B9D1",7.41e-06,0,0,0,0,0,1,1,3,1,0,4.27047270981877,0.0093386709367494,0.499245137701855
"DUSP3",7.98e-06,0,0,0,0,0,1,1,4,1,1,4.23923726361648,0.00953082465972778,0.500133381671648
"TICAM2",8.14e-06,0,1,5,1,0,1,3,9,4,4,4.23051390107078,0.00959380838003736,0.501017221229355
"MS4A6A",8.2e-06,0,0,2,0,2,1,1,2,1,1,4.22724764735334,0.00961409127301842,0.501896035007739
"TSR2",8.25e-06,0,0,0,0,0,1,0,0,0,0,4.22452785278887,0.00963757672804911,0.502769803072325
"DUSP15",8.39e-06,0,0,1,0,0,1,4,7,3,1,4.21692249214537,0.00967814251401121,0.503639161756985
"RPL14",8.52e-06,0,0,0,0,0,1,0,0,1,0,4.20987363044078,0.00971230317587403,0.50450408489228
"TPK1",9.03e-06,0,0,1,0,1,1,1,1,6,3,4.18234322055935,0.00991780090739258,0.505367078872853
"TBC1D28",9.1e-06,0,0,2,1,0,1,4,2,2,2,4.1785797595825,0.00994182012276488,0.506225310598829
"RAB43",9.11e-06,0,0,0,0,0,1,0,1,0,0,4.17804242137188,0.00994609020549773,0.507078436639213
"PAFAH1B2",9.38e-06,0,0,0,0,0,1,1,2,0,0,4.16356250261757,0.0100832666132906,0.507928169914893
"SH3YL1",9.82e-06,0,2,6,0,0,1,0,7,4,4,4.14008176334116,0.0102973045102749,0.508775619115705
"NKIRAS2",9.97e-06,0,2,3,0,1,1,3,3,3,0,4.13210973339546,0.0103714971977582,0.509618959630753
"HSPB2",1.006e-05,0,0,0,0,0,1,0,4,0,0,4.12733448581614,0.0104286095543101,0.510457848409514
"ZDHHC2",1.008e-05,0,0,1,1,0,1,1,5,1,1,4.12627413043328,0.0104467574059247,0.511291884441173
"HIST1H2AE",1.012e-05,0,1,0,0,0,1,0,0,0,0,4.1241543034559,0.0104782492660795,0.512121236182256
"CHMP1A",1.048e-05,0,0,4,0,0,1,3,5,1,1,4.10512877699346,0.010663464104617,0.512947941995802
"CD79A",1.052e-05,0,0,0,0,0,1,3,7,2,2,4.10302069630908,0.0106949559647718,0.51377003334119
"ASB14",1.061e-05,0,2,1,0,1,1,3,15,6,2,4.09828179431721,0.0107648785695223,0.514587860227935
"OR5B21",1.083e-05,0,0,0,0,0,1,0,5,1,2,4.08672271391643,0.0109137977048305,0.515402260741062
"ERI1",1.103e-05,0,1,2,3,0,1,4,9,1,1,4.07624505250378,0.0110317587403256,0.516213139702875
"PERP",1.105e-05,0,0,0,0,0,1,1,2,0,0,4.07519888536655,0.0110445689885242,0.517019426493949
"LCN10",1.107e-05,0,2,1,0,1,1,1,1,0,1,4.07415300860956,0.0110632506004804,0.517821161025284
"GNRHR",1.116e-05,0,0,1,0,1,1,3,12,5,0,4.06945015433174,0.0111171603949827,0.518618807809564
"BPNT1",1.118e-05,0,0,0,0,0,1,0,2,1,0,4.06840587311497,0.0111305044035228,0.519411978255861
"TWF1",1.124e-05,0,0,1,0,0,1,1,6,2,0,4.06527476801616,0.011164131305044,0.520200952232888
"NIPAL2",1.128e-05,0,1,2,1,0,1,1,9,1,0,4.06318881254376,0.011191353082466,0.520985645395327
"NAA40",1.135e-05,0,0,0,0,0,1,0,3,1,1,4.05954117536574,0.0112308513477449,0.521766274116851
"ELOVL1",1.142e-05,0,0,0,0,0,1,1,1,1,1,4.05589707942639,0.0112911662663464,0.522542872884659
"ETHE1",1.166e-05,0,0,2,0,0,1,1,0,3,4,4.04342986986637,0.0114571657325861,0.523316486577174
"FAM98B",1.169e-05,0,1,1,0,0,1,2,10,3,4,4.0418743851332,0.0114801174272752,0.524085894904416
"GADD45B",1.173e-05,0,0,0,0,0,1,1,1,0,0,4.03980141209253,0.0114977315185482,0.524851192504918
"SUPT3H",1.186e-05,0,1,7,1,0,1,5,12,3,6,4.03307218677838,0.011567120362957,0.525612943539032
"ACER2",1.196e-05,0,1,2,0,0,1,0,5,2,2,4.02790410881073,0.0116333066453163,0.526371001276813
"PTGR1",1.198e-05,0,0,9,0,1,1,3,11,1,1,4.02687135293179,0.0116450493728316,0.527124929044438
"IL1RL1",1.199e-05,0,0,0,0,0,1,6,12,4,4,4.02635508238708,0.0116541232986389,0.52787470318031
"SAMSN1",1.202e-05,0,0,4,1,0,1,3,6,9,5,4.02480670020366,0.0116840138777689,0.528620474550277
"NFATC2IP",1.208e-05,0,1,0,0,0,1,2,3,1,3,4.02171186740317,0.011712303175874,0.529362450140621
"IL20RB",1.237e-05,0,0,1,1,2,1,1,6,0,0,4.00678974655478,0.0119039231385108,0.530101986959172
"TRDMT1",1.24e-05,0,0,1,0,0,1,5,7,2,0,4.00524949980962,0.011932212436616,0.53083761017775
"RFC5",1.263e-05,0,0,1,0,0,1,0,5,0,1,3.99346219270282,0.0120587136375767,0.531570495756802
"FAM45A",1.264e-05,0,1,1,2,0,1,2,4,2,1,3.99295055283807,0.0120667200427008,0.532299411466206
"NFYA",1.264e-05,0,0,0,0,1,1,0,0,1,0,3.99295055283807,0.0120667200427008,0.533024333116927
"GZMM",1.266e-05,0,0,1,0,0,1,2,9,3,2,3.99192748577024,0.0120757939685081,0.533745406758163
"RTP2",1.271e-05,0,0,0,0,0,1,1,3,0,1,3.98937105813376,0.0121147584734454,0.534462833262875
"OR11L1",1.277e-05,0,0,1,0,0,1,2,10,2,1,3.98630568180612,0.0121473178542834,0.535176698532834
"USP46",1.314e-05,0,0,0,0,0,1,0,3,0,0,3.96745872538761,0.0124061916199626,0.53588876834171
"TMEM178",1.32e-05,0,0,0,0,0,1,1,3,3,3,3.9644115531236,0.0124430210835335,0.536597323871189
"OAF",1.335e-05,0,0,0,0,0,1,2,10,0,1,3.9568046898855,0.0125321590605818,0.537302893545039
"GNB4",1.354e-05,0,0,2,0,0,1,1,6,1,0,3.9471919816907,0.0126437149719776,0.538005721651417
"MARVELD3",1.363e-05,0,1,3,1,0,1,2,13,4,1,3.94264741107382,0.0126901521216974,0.53870527753209
"RIC3",1.401e-05,0,1,6,0,1,1,1,7,4,4,3.9235215115015,0.0129591673338671,0.539403178047462
"ERP44",1.403e-05,0,0,0,0,0,1,0,0,2,0,3.92251766845421,0.0129799839871898,0.540097465710653
"PLA2G7",1.406e-05,0,3,1,1,1,1,8,18,6,6,3.92101242462755,0.0130077395249533,0.540788223808633
"ST13",1.412e-05,0,0,0,0,1,1,0,6,0,0,3.91800381062949,0.0130531091539899,0.541475643321013
"HMBS",1.431e-05,0,0,1,0,0,1,1,8,3,2,3.90849299128965,0.0131742727515346,0.542160453901532
"AADAC",1.443e-05,0,1,1,0,1,1,0,3,3,1,3.90249902381967,0.0132500667200427,0.542842297512066
"PDLIM1",1.444e-05,0,0,0,0,0,1,2,4,0,2,3.90199997542749,0.0132607419268748,0.543520606200198
"SRD5A3",1.457e-05,0,0,4,3,0,1,1,2,1,0,3.89551862277744,0.0133429410194823,0.544196050420267
"CUBN",0.000147505,1,4,19,4,2,0,30,116,30,25,3.88874651277738,0.013419268748332,0.544868684310344
"RANBP3L",1.489e-05,0,0,1,1,0,1,3,7,3,3,3.87961407050057,0.013552175073392,0.54553878306482
"GALNT9",1.512e-05,0,0,1,0,1,1,1,13,0,1,3.86822605215186,0.0137016279690419,0.546206608519301
"TBL1XR1",1.518e-05,0,0,1,0,0,1,0,0,0,0,3.86526121341295,0.013744862556712,0.546871280949872
"MAP2K1",1.52e-05,0,0,1,0,0,1,0,3,0,0,3.86427347999512,0.0137582065652522,0.547532614571691
"MLL",0.000148165,1,1,0,0,1,0,6,30,8,9,3.86215985091099,0.0137886309047238,0.548190754782704
"MAP2K5",1.525e-05,0,0,1,0,0,1,1,2,0,4,3.86180534040896,0.0137966373098479,0.548845540052811
"CLNK",1.532e-05,0,0,6,0,1,1,4,14,1,2,3.85835280849892,0.0138526821457166,0.54949732349181
"APLF",1.536e-05,0,2,5,1,3,1,1,13,3,2,3.85638143186547,0.013884707766213,0.550145972202337
"PSMB4",1.542e-05,0,0,2,0,0,1,1,1,3,0,3.85342640893383,0.0139354149986656,0.550791613709449
"RNF167",1.556e-05,0,0,7,1,1,1,3,9,3,1,3.84654087350817,0.0140256204963971,0.551434683593725
"FAM81B",1.558e-05,0,3,4,3,3,1,0,6,2,3,3.84555831218444,0.0140416333066453,0.552074583732348
"LUC7L2",1.573e-05,0,1,1,0,1,1,1,0,2,1,3.83819774775017,0.0141473178542834,0.55271200467424
"MDM2",1.585e-05,0,0,1,0,0,1,0,10,2,0,3.83232026527972,0.0142177742193755,0.553346811105363
"CPA3",1.588e-05,0,0,3,0,1,1,9,7,2,4,3.83085241587985,0.0142321857485989,0.553978564189987
"UEVLD",1.591e-05,0,1,4,0,3,1,2,8,2,1,3.82938517442412,0.0142647451294369,0.554607286961083
"PDGFD",1.607e-05,0,2,3,0,1,1,3,18,3,2,3.82157014296969,0.0143682946357086,0.555233659985665
"POLR1C",1.607e-05,0,0,5,1,0,1,5,10,1,3,3.82157014296969,0.0143682946357086,0.555856893295838
"GATA4",1.624e-05,0,0,0,0,0,1,2,3,1,3,3.81328556524484,0.0144915932746197,0.556477865164747
"GORAB",1.635e-05,0,0,4,0,1,1,1,8,4,2,3.80793530626288,0.0145615158793702,0.557096290915782
"MMP8",1.644e-05,0,4,5,1,1,1,4,11,2,5,3.80356385933755,0.0146261008807046,0.557712089221433
"KCTD20",1.645e-05,0,1,1,0,1,1,3,4,2,1,3.80307847809113,0.0146442487323192,0.558324881232454
"UPF3A",1.647e-05,0,2,3,1,0,1,6,14,5,1,3.80210791652594,0.014660795302909,0.558934738912844
"YWHAG",1.657e-05,0,0,0,0,0,1,0,0,0,0,3.79725912466542,0.0147622097678143,0.55954207992856
"STAU2",1.663e-05,0,0,1,0,0,1,1,10,1,4,3.7943530594574,0.014805978115826,0.560146725163085
"SYT1",1.663e-05,0,2,0,0,0,1,1,1,0,0,3.7943530594574,0.014805978115826,0.560748399167957
"RBMS3",1.666e-05,0,0,0,1,1,1,0,3,2,1,3.7929009287906,0.0148278622898319,0.561347271029621
"ZNF596",1.666e-05,0,3,8,2,1,1,4,15,3,4,3.7929009287906,0.0148278622898319,0.561943214422524
"TEAD1",1.67e-05,0,0,0,0,0,1,0,1,2,2,3.79096568930812,0.0148614891913531,0.562536446075403
"GORASP2",1.68e-05,0,0,1,0,1,1,0,4,0,0,3.78613226036794,0.0149346143581532,0.563127277719775
"METTL14",1.687e-05,0,0,0,0,1,1,1,3,2,0,3.78275282528396,0.0149826527888978,0.563715580901821
"ASZ1",1.697e-05,0,1,0,0,0,1,1,15,3,5,3.77793071784216,0.0150685882038965,0.564301518837718
"TTC14",1.703e-05,0,1,2,0,1,1,5,17,10,6,3.77504064426088,0.0151214304777155,0.564884915457813
"TEPP",1.71e-05,0,0,1,0,1,1,3,3,2,2,3.77167191299781,0.0151694689084601,0.565465837040533
"EMID2",1.73e-05,0,0,1,0,0,1,1,9,2,5,3.76206486555168,0.0153408059781158,0.566044923740093
"GABRA1",1.731e-05,0,0,0,0,0,1,2,0,0,1,3.76158520828795,0.0153424072591406,0.566621280786618
"RDH8",1.733e-05,0,1,2,0,0,1,3,5,1,0,3.7606260921368,0.0153557512676808,0.56719497538527
"METTL19",1.755e-05,0,2,9,0,2,1,4,22,4,3,3.75009325000918,0.0155612489991994,0.567766975629622
"HRH2",1.757e-05,0,0,0,0,0,1,0,3,0,0,3.74913730191664,0.0155777955697892,0.568336346649858
"NDRG4",1.759e-05,0,0,1,1,0,1,4,15,2,2,3.74818161731971,0.0155895382973045,0.568903107164821
"PAPD5",1.759e-05,0,1,1,0,0,1,1,3,1,0,3.74818161731971,0.0155895382973045,0.569467181610993
"EDIL3",1.769e-05,0,0,2,1,1,1,1,13,3,4,3.74340714403162,0.0156653322658127,0.570029058284438
"FOXD3",1.771e-05,0,0,1,0,0,1,0,0,1,0,3.74245303876619,0.0156792100346944,0.570588378174271
"ASB1",1.785e-05,0,0,1,1,0,1,2,11,2,2,3.7357816600961,0.0157704830531092,0.571145719012171
"PSEN1",1.786e-05,0,0,0,0,0,1,1,3,0,0,3.73530562536969,0.0157800907392581,0.571700489731801
"ZNF155",1.787e-05,0,0,2,3,1,1,4,11,4,4,3.73482965623422,0.0157859621030157,0.572252708386083
"ZNHIT6",1.789e-05,0,1,0,0,1,1,1,8,0,6,3.73387791469701,0.0157955697891647,0.572802439134965
"SLC35C2",1.794e-05,0,1,5,0,0,1,2,9,1,1,3.73149970801369,0.0158323992527355,0.57334983781448
"AMY2B",1.796e-05,0,1,2,1,0,1,1,8,1,1,3.73054888399994,0.0158665599145983,0.573894782521521
"SLC16A9",1.796e-05,0,0,0,0,0,1,1,10,3,3,3.73054888399994,0.0158665599145983,0.574437198482822
"WDR55",1.798e-05,0,0,2,0,0,1,1,2,4,1,3.72959832196067,0.0158852415265546,0.574977194884504
"RAB11FIP2",1.805e-05,0,0,2,1,0,1,1,12,1,3,3.72627341675028,0.0159290098745663,0.575515016896915
"PRCP",1.826e-05,0,1,4,0,0,1,4,6,2,1,3.71631791723981,0.0160896717373899,0.576051316527916
"KPNA1",1.827e-05,0,1,0,0,0,1,0,4,0,0,3.7158445637744,0.0160987456631972,0.57658519579116
"CYP4Z1",1.833e-05,0,0,5,3,2,1,4,6,2,1,3.71300581169748,0.0161446490525754,0.577116897624021
"SP7",1.838e-05,0,0,3,0,0,1,2,7,4,3,3.71064197626881,0.0161766746730718,0.577646391708198
"ZNF382",1.844e-05,0,0,0,0,0,1,1,6,1,0,3.70780752151067,0.0162311182279157,0.578173738063942
"SCRT1",1.851e-05,0,0,0,0,0,1,0,0,1,0,3.70450361629197,0.0163005070723245,0.578698996092757
"CPPED1",1.854e-05,0,0,2,0,1,1,3,16,4,10,3.70308863152552,0.0163298638911129,0.579222000860243
"WNT9B",1.856e-05,0,0,0,0,0,1,3,30,3,7,3.70214563302612,0.0163448091806779,0.579742723017943
"RFX8",1.86e-05,0,0,0,0,0,1,0,0,0,0,3.70026041490865,0.0163768348011743,0.580261267103003
"FBLIM1",1.869e-05,0,1,1,1,0,1,8,22,9,5,3.69602246837587,0.0164467574059247,0.580777869801622
"ETV1",1.87e-05,0,0,0,0,0,1,1,8,3,5,3.69555190949674,0.0164526287696824,0.581292189749135
"GABRG2",1.882e-05,0,0,0,0,0,1,1,1,0,0,3.6899102529274,0.0165497731518548,0.581804728102015
"RBBP5",1.882e-05,0,0,0,0,0,1,0,0,0,0,3.6899102529274,0.0165497731518548,0.58231496807663
"PTBP2",1.887e-05,0,0,0,0,0,1,0,1,0,1,3.68756231183525,0.0165769949292768,0.582823144758776
"VPS4A",1.9e-05,0,0,0,0,0,1,0,8,0,0,3.68146522201722,0.0166805444355484,0.583329622180342
"CDC7",1.903e-05,0,1,7,1,0,1,1,8,2,3,3.68005974984025,0.0167040298905791,0.583833974588223
"CPA4",1.91e-05,0,1,5,2,3,1,5,6,2,6,3.67678257049776,0.0167632772884975,0.584336390305603
"TRIM6",1.913e-05,0,0,3,0,1,1,2,14,3,4,3.6753790311889,0.0167926341072858,0.584836708328539
"ZNF774",1.92e-05,0,4,2,4,3,1,2,16,1,1,3.67210635853068,0.0168540165465706,0.585335115810923
"TUBA1A",1.924e-05,0,0,1,2,0,1,0,0,0,0,3.67023767468153,0.0168726981585268,0.585831495640509
"VEZF1",1.928e-05,0,0,1,0,0,1,2,3,1,1,3.66837001902481,0.0169121964238057,0.586325861154307
"PDIA6",1.929e-05,0,1,1,0,0,1,1,6,3,5,3.66790326569425,0.0169191353082466,0.586818096623441
"ABI2",1.933e-05,0,0,0,0,0,1,3,7,3,1,3.66603689442117,0.0169447558046437,0.587308344711907
"TMEM39B",1.937e-05,0,0,0,0,0,1,3,8,1,0,3.66417154997001,0.0169741126234321,0.587796618404821
"EIF3G",1.942e-05,0,0,1,0,0,1,0,0,0,0,3.66184131244738,0.017016279690419,0.588282973233294
"MAPK3",1.949e-05,0,0,1,0,0,1,1,6,3,1,3.65858167146499,0.0170653856418468,0.588767506727303
"SWAP70",1.961e-05,0,0,1,0,0,1,2,11,1,2,3.65300101247492,0.017164131305044,0.589250442626311
"PBX3",1.962e-05,0,0,0,0,0,1,0,8,0,1,3.65253637320417,0.0171684013877769,0.589731325664804
"MVK",1.964e-05,0,0,0,0,0,1,3,11,4,1,3.65160728635677,0.0171780090739258,0.590210211376222
"TCP11L1",1.965e-05,0,0,1,0,0,1,0,3,2,1,3.65114283876121,0.0171844141980251,0.590687070578882
"DOM3Z",1.969e-05,0,1,2,0,0,1,0,12,2,4,3.64928568701233,0.017208967173739,0.591162042401426
"MAPK13",1.974e-05,0,0,7,0,0,1,2,12,5,4,3.64696568354206,0.0172420603149186,0.591635180857649
"EPB49",1.981e-05,0,1,2,0,0,1,2,13,5,2,3.64372035750281,0.0172884974646384,0.592106581222667
"MTMR2",1.983e-05,0,2,3,0,0,1,3,1,2,1,3.64279369512758,0.017309314117961,0.592576046114423
"SLC22A9",2e-05,0,0,3,1,0,1,2,12,3,4,3.6349273453143,0.0174427542033627,0.593044211292364
"TBX20",2.016e-05,0,0,2,0,0,1,2,8,0,2,3.62754049802836,0.0175489725113424,0.593511042617096
"C7orf43",2.026e-05,0,1,2,0,0,1,2,6,1,2,3.62293196190092,0.0176253002401922,0.593976300179858
