"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3"
"CLEC17A","1.029e-05","0","1","1","1","0","0","1","5","2","0"
"CLEC18A","2.329e-05","0","0","0","0","0","0","0","0","0","0"
"CLEC18B","2.345e-05","0","0","1","0","0","0","0","0","0","0"
"CLEC18C","2.322e-05","0","0","0","0","0","0","0","0","0","0"
"CLEC1A","1.056e-05","0","0","3","0","1","0","2","13","0","2"
"CLEC1B","9.09e-06","0","1","0","0","0","0","3","13","2","0"
"CLEC2A","6.79e-06","0","0","1","0","0","0","0","0","0","0"
"CLEC2B","5.08e-06","0","0","1","0","0","0","1","4","1","1"
"CLEC2D","5.91e-06","0","0","0","0","0","0","1","4","2","1"
"CLEC2L","7.24e-06","0","2","0","0","0","0","0","1","0","1"
"CLEC3A","8.35e-06","0","0","0","0","0","0","2","4","7","6"
"CLEC3B","1.266e-05","0","0","1","0","0","0","1","2","1","0"
"CLEC4A","8.12e-06","0","3","3","2","4","0","1","4","3","6"
"CLEC4C","7.55e-06","0","1","6","0","0","0","1","4","1","3"
"CLEC4D","8.04e-06","0","0","0","0","0","0","0","2","1","2"
"CLEC4E","7.04e-06","0","0","1","1","0","0","0","1","0","1"
"CLEC4F","2.116e-05","0","2","2","3","2","0","1","3","3","3"
"CLEC4G","1.751e-05","0","0","1","0","0","0","1","1","0","0"
"CLEC4M","1.64e-05","0","0","3","0","1","0","4","11","5","1"
"CLEC5A","6.47e-06","0","0","1","1","1","0","1","8","0","0"
"CLEC6A","5.85e-06","0","1","1","1","1","0","1","0","0","0"
"CLEC7A","7.89e-06","0","0","0","0","0","0","0","4","0","1"
"CLEC9A","8.8e-06","0","0","1","0","0","0","0","1","0","0"
"CLECL1","5.67e-06","0","0","0","1","0","0","1","0","0","0"
"CLGN","1.919e-05","0","2","4","0","1","0","5","12","1","4"
"CLIC1","9.96e-06","0","0","0","1","0","0","2","3","1","0"
"CLIC2","8.98e-06","0","0","0","0","0","0","0","1","0","0"
"CLIC3","1.503e-05","0","1","0","0","0","0","0","2","1","1"
"CLIC4","9.29e-06","0","0","0","1","0","0","1","1","1","1"
"CLIC5","1.177e-05","0","0","1","0","0","0","1","8","3","4"
"CLIC6","1.382e-05","0","1","0","0","0","0","6","18","6","2"
"CLINT1","2.2e-05","0","0","0","0","0","0","2","6","1","2"
"CLIP1","5.48e-05","0","1","4","0","3","0","4","23","4","2"
"CLIP2","6.54e-05","0","0","0","0","0","0","1","33","6","6"
"CLIP3","3.22e-05","0","0","0","0","1","0","4","13","5","2"
"CLIP4","2.572e-05","0","0","0","0","0","0","2","14","4","7"
"CLK1","1.874e-05","0","0","1","0","1","0","0","2","1","1"
"CLK2","2.701e-05","0","0","1","0","0","0","3","10","2","1"
"CLK3","2.513e-05","0","1","1","0","0","0","3","16","1","1"
"CLK4","2.002e-05","0","1","3","0","1","0","2","5","4","0"
"CLLU1","4.28e-06","0","0","0","0","0","0","0","0","0","0"
"CLLU1OS","3.29e-06","0","0","0","0","0","0","0","0","0","0"
"CLMN","4.2e-05","0","1","3","2","0","0","6","24","8","6"
"CLMP","1.447e-05","0","1","0","0","0","0","3","7","3","2"
"CLN3","2.256e-05","0","1","2","0","1","0","7","13","1","4"
"CLN5","1.838e-05","0","1","6","0","1","0","3","7","2","2"
"CLN6","1.473e-05","0","1","1","0","0","0","1","13","4","4"
"CLN8","1.419e-05","0","0","3","0","0","0","5","14","3","1"
"CLNK","1.532e-05","0","0","6","0","1","1","4","14","1","2"
"CLNS1A","7.49e-06","0","0","1","1","0","0","0","2","1","0"
"CLOCK","2.842e-05","0","0","1","0","0","0","1","10","0","1"
"CLP1","1.82e-05","0","0","0","0","1","0","2","2","3","2"
"CLPB","3.69e-05","0","0","5","0","0","0","6","22","4","5"
"CLPP","1.341e-05","0","1","0","0","0","0","0","2","1","0"
"CLPS","4.47e-06","0","0","0","0","0","0","1","6","0","0"
"CLPSL1","5.69e-06","0","0","0","0","0","0","0","0","0","0"
"CLPSL2","3.092e-06","0","0","0","0","0","0","0","1","0","0"
"CLPTM1","3.85e-05","0","0","2","0","1","0","2","11","1","1"
"CLPTM1L","2.85e-05","0","0","0","3","1","0","2","9","4","1"
"CLPX","2.197e-05","0","0","1","0","0","0","0","4","1","4"
"CLRN1","5.79e-06","0","0","5","0","0","0","7","11","2","4"
"CLRN2","1.277e-05","0","0","2","1","1","0","1","2","1","0"
"CLRN3","1.056e-05","0","0","0","0","0","0","4","12","2","1"
"CLSPN","4.42e-05","0","1","8","3","1","0","6","26","6","10"
"CLSTN1","5.23e-05","0","0","0","0","2","0","10","38","4","9"
"CLSTN2","4.18e-05","0","0","0","0","0","0","2","22","3","5"
"CLSTN3","4.42e-05","0","0","1","0","0","0","3","29","7","5"
"CLTA","1.19e-05","0","0","0","0","0","0","0","3","1","2"
"CLTB","1.374e-05","0","0","2","0","0","0","4","4","1","2"
"CLTC","6.1e-05","0","0","0","1","0","0","1","9","2","1"
"CLTCL1","6.67e-05","0","2","7","1","2","0","15","50","18","10"
"CLU","2.459e-05","0","1","2","1","0","0","6","10","3","2"
"CLUAP1","1.024e-05","0","0","0","0","2","0","2","11","5","2"
"CLUL1","1.531e-05","0","2","6","1","1","0","2","4","4","1"
"CLVS1","1.469e-05","0","0","1","0","0","0","1","7","0","1"
"CLVS2","1.348e-05","0","0","0","0","1","0","0","4","1","0"
"CLYBL","1.2e-05","0","6","10","1","0","0","3","5","1","2"
"CMA1","9.95e-06","0","1","1","2","0","0","4","7","1","1"
"CMAS","1.563e-05","0","1","1","0","0","0","0","3","0","0"
"CMBL","9.6e-06","0","0","1","0","0","0","0","5","0","1"
"CMC1","3.033e-06","0","0","1","0","0","0","1","0","0","2"
"CMC2","3.129e-06","0","0","1","0","0","0","0","0","0","0"
"CMIP","3.83e-05","0","0","0","0","0","0","2","12","5","2"
"CMKLR1","1.527e-05","0","0","0","1","0","0","2","7","4","3"
"CMPK1","5.6e-06","0","0","0","0","0","0","0","0","0","1"
"CMPK2","8.87e-06","0","0","1","0","0","0","0","6","2","2"
"CMTM1","1.641e-05","0","0","7","0","1","0","1","6","1","1"
"CMTM2","1.159e-05","0","0","1","1","1","0","0","7","2","0"
"CMTM3","6.46e-06","0","0","1","0","0","0","0","7","2","0"
"CMTM4","6.7e-06","0","0","0","0","1","0","0","4","1","0"
"CMTM5","7.92e-06","0","1","1","1","1","0","3","8","3","5"
"CMTM6","7.1e-06","0","0","0","0","0","0","0","1","0","0"
"CMTM7","6.33e-06","0","1","0","0","1","0","1","1","0","0"
"CMTM8","8.09e-06","0","0","0","0","0","0","1","1","0","2"
"CMYA5","0.0001308","0","6","15","2","7","0","17","40","19","8"
"CNBD1","1.339e-05","0","1","3","0","0","0","2","7","1","5"
"CNBP","8.01e-06","0","0","0","0","0","0","0","0","0","1"
"CNDP1","2.495e-05","0","1","8","1","0","0","4","15","9","8"
"CNDP2","2.581e-05","0","0","2","0","1","0","3","12","1","4"
"CNEP1R1","5e-06","0","0","0","0","0","0","0","0","0","0"
"CNFN","7.23e-06","0","0","0","0","0","0","0","0","0","1"
"CNGA1","2.393e-05","0","1","5","0","1","0","5","16","1","1"
"CNGA2","2.648e-05","0","0","1","0","0","0","0","13","0","0"
"CNGA3","3.41e-05","0","3","2","1","1","0","7","29","9","4"
"CNGA4","2.957e-05","0","1","5","2","0","0","0","12","8","4"
"CNGB1","6.31e-05","0","2","6","2","1","0","3","28","2","10"
"CNGB3","2.893e-05","1","2","6","1","0","0","4","19","9","2"
"CNIH","2.901e-06","0","0","0","0","0","0","1","1","0","0"
"CNIH2","8.31e-06","0","0","1","0","0","0","2","2","0","0"
"CNIH3","5.9e-06","0","0","0","0","0","0","0","1","1","0"
"CNIH4","5.47e-06","0","0","1","0","0","0","0","2","0","1"
"CNKSR1","3.222e-05","0","3","10","3","2","0","5","16","8","6"
"CNKSR2","3.69e-05","0","0","0","0","0","0","0","0","0","0"
"CNKSR3","2.606e-05","0","0","2","1","0","0","1","18","3","6"
"CNN1","1.684e-05","0","0","0","0","0","0","0","4","1","2"
"CNN2","1.745e-05","0","0","2","0","0","0","1","7","1","2"
"CNN3","1.222e-05","0","0","0","1","0","0","0","4","1","1"
"CNNM1","3.56e-05","0","0","0","0","0","0","3","7","1","2"
"CNNM2","5.17e-05","0","0","0","0","0","1","2","6","1","0"
"CNNM3","2.679e-05","0","1","0","0","1","0","5","8","0","4"
"CNNM4","4.11e-05","0","0","1","0","0","0","3","5","0","4"
"CNO","9.24e-06","0","0","0","1","1","0","0","0","0","0"
"CNOT1","8.81e-05","0","0","1","0","0","1","5","20","4","3"
"CNOT10","2.48e-05","0","1","0","0","0","0","3","12","0","0"
"CNOT2","1.97e-05","0","0","0","0","0","0","0","1","0","0"
"CNOT3","3.96e-05","1","1","3","0","0","0","5","11","5","5"
"CNOT4","2.199e-05","0","0","1","0","1","1","7","12","2","0"
"CNOT6","2.05e-05","0","0","0","0","0","0","0","4","0","1"
"CNOT6L","2.077e-05","0","0","0","0","0","0","0","5","0","0"
"CNOT7","9.92e-06","0","0","0","0","0","0","2","2","0","0"
"CNOT8","9.75e-06","0","0","0","0","0","0","0","1","0","0"
"CNP","2.406e-05","0","0","2","0","0","0","1","9","5","5"
"CNPPD1","1.81e-05","0","2","1","0","0","0","3","5","2","2"
"CNPY1","3.45e-06","0","0","0","0","0","0","0","6","0","0"
"CNPY2","8.2e-06","0","2","3","0","0","0","0","3","0","1"
"CNPY3","9.05e-06","0","0","0","0","1","0","2","6","1","1"
"CNPY4","1.036e-05","0","2","4","1","0","0","3","0","1","0"
"CNR1","2.365e-05","0","1","1","0","0","0","1","5","0","1"
"CNR2","1.387e-05","0","3","4","0","1","0","2","11","0","1"
"CNRIP1","5.59e-06","0","0","0","1","0","0","0","2","0","2"
"CNST","2.782e-05","0","1","4","0","0","0","7","8","0","4"
"CNTD1","1.255e-05","0","0","0","0","3","0","2","4","1","4"
"CNTD2","9.73e-06","0","0","0","0","0","0","2","2","0","0"
"CNTF","8.59e-06","0","0","0","0","3","0","1","5","1","2"
"CNTFR","1.793e-05","0","0","0","0","0","0","1","8","0","2"
"CNTLN","4.86e-05","0","1","7","2","0","0","10","39","10","10"
"CNTN1","3.75e-05","0","0","2","0","0","0","8","21","6","7"
"CNTN2","5.62e-05","0","1","2","0","0","0","11","32","7","7"
"CNTN3","3.74e-05","0","0","0","1","0","0","2","11","1","5"
"CNTN4","4.05e-05","0","1","3","1","1","0","7","19","5","5"
"CNTN5","4.11e-05","0","3","0","0","0","0","12","52","13","8"
"CNTN6","3.55e-05","0","5","7","3","2","0","9","32","11","6"
"CNTNAP1","7.85e-05","0","1","1","1","0","0","3","19","10","8"
"CNTNAP2","5.75e-05","0","0","1","0","0","0","6","41","9","7"
"CNTNAP3","5.14e-05","0","0","6","0","3","0","3","9","0","0"
"CNTNAP4","4.75e-05","0","0","1","0","0","0","5","33","4","10"
"CNTNAP5","5.56e-05","0","1","0","0","0","0","5","26","4","5"
"CNTRL","7.46e-05","0","4","19","3","3","0","12","41","9","10"
"CNTROB","4.21e-05","0","1","4","0","1","0","8","50","7","5"
"COA5","3.97e-06","0","0","1","0","0","0","0","1","0","0"
"COASY","3.056e-05","0","1","4","1","0","0","4","17","5","3"
"COBL","5.86e-05","0","3","1","1","0","1","9","39","12","15"
"COBLL1","3.92e-05","0","0","4","0","1","0","6","26","7","5"
"COBRA1","2.94e-05","0","0","2","0","0","0","4","9","0","1"
"COCH","2.02e-05","0","1","3","0","0","0","2","12","3","2"
"COG1","4.42e-05","0","1","0","0","1","1","8","12","1","6"
"COG2","2.956e-05","0","0","1","0","0","0","4","16","7","6"
"COG3","3.088e-05","0","0","0","0","0","0","6","9","7","1"
"COG4","3.45e-05","0","3","3","0","0","0","3","22","5","5"
"COG5","3.107e-05","0","1","3","2","0","0","3","19","4","3"
"COG7","3.57e-05","0","2","1","1","1","0","4","16","5","6"
"COG8","3.33e-05","0","0","0","0","0","0","0","10","1","2"
"COIL","2.269e-05","0","1","8","1","0","0","1","10","2","1"
"COL10A1","2.368e-05","0","0","1","1","0","0","7","14","0","1"
"COL11A1","6.53e-05","0","1","1","0","0","0","12","35","5","11"
"COL11A2","7.57e-05","0","3","1","0","0","0","17","73","12","11"
"COL12A1","0.0001152","0","2","4","1","0","1","28","72","14","24"
"COL13A1","3.22e-05","0","0","2","0","0","0","7","35","11","5"
"COL14A1","6.89e-05","0","2","3","0","3","0","13","48","20","12"
"COL15A1","6.13e-05","0","3","9","1","2","0","10","51","15","8"
"COL16A1","6.88e-05","0","1","7","2","2","0","8","43","13","15"
"COL17A1","6.7e-05","0","5","6","2","0","0","6","26","13","11"
"COL18A1","7.94e-05","0","2","5","0","0","0","11","42","16","8"
"COL19A1","4.12e-05","0","5","11","2","2","0","6","45","12","11"
"COL1A1","7.5e-05","0","1","0","0","0","0","2","10","6","6"
"COL1A2","5.75e-05","0","0","3","0","0","0","5","13","11","8"
"COL20A1","5.94e-05","0","3","11","1","2","0","5","38","2","4"
"COL21A1","3.091e-05","0","1","7","2","1","0","5","28","4","12"
"COL22A1","7.47e-05","0","2","5","1","3","0","15","39","13","13"
"COL23A1","1.982e-05","0","0","4","0","1","0","2","11","4","2"
"COL24A1","5.68e-05","0","4","4","4","3","0","8","31","12","12"
"COL25A1","2.713e-05","1","0","9","0","2","0","6","18","9","6"
"COL27A1","9.06e-05","0","1","3","1","0","0","12","33","20","10"
"COL28A1","4.13e-05","0","4","10","0","0","0","9","42","10","10"
"COL2A1","6.5e-05","0","0","0","1","0","0","6","23","7","5"
"COL3A1","5.6e-05","0","0","0","0","0","0","6","17","6","4"
"COL4A1","7.29e-05","0","1","2","0","0","0","8","40","9","9"
"COL4A2","8.06e-05","0","0","6","0","0","0","6","39","10","13"
"COL4A3","6.13e-05","0","1","7","0","0","0","9","33","13","13"
"COL4A3BP","2.384e-05","0","0","1","0","0","0","2","2","0","2"
"COL4A4","6.57e-05","0","0","2","1","2","0","8","36","10","8"
"COL4A5","5.73e-05","0","0","2","0","0","0","0","0","0","0"
"COL4A6","6.4e-05","0","0","0","0","0","0","0","15","0","0"
"COL5A1","9.76e-05","0","0","1","0","0","0","17","48","22","14"
"COL5A2","5.78e-05","0","0","4","0","0","1","3","26","7","7"
"COL5A3","7.71e-05","0","2","5","1","0","0","8","39","16","8"
"COL6A1","6.28e-05","0","0","2","0","1","0","5","40","14","10"
"COL6A2","5.44e-05","0","0","4","1","1","0","22","53","15","20"
"COL6A3","0.000158701","0","0","4","2","4","0","39","120","41","47"
"COL6A6","8.94e-05","0","6","30","9","8","0","15","48","14","20"
"COL7A1","0.000149718","0","2","12","5","2","1","21","71","25","30"
"COL8A1","2.893e-05","0","0","0","0","0","0","5","6","1","1"
"COL8A2","2.63e-05","0","0","3","0","0","0","0","7","1","5"
"COL9A1","3.68e-05","0","0","8","0","3","0","11","34","7","9"
"COL9A2","3.06e-05","0","1","2","0","1","0","5","16","3","2"
"COL9A3","3.52e-05","0","1","3","0","0","0","3","30","11","15"
"COLEC10","1.037e-05","0","0","0","0","0","0","2","22","1","4"
"COLEC11","1.67e-05","0","1","1","0","0","0","0","8","3","1"
"COLEC12","3.068e-05","0","0","0","0","0","1","4","13","1","1"
"COLQ","1.845e-05","0","0","2","1","4","0","4","17","10","6"
"COMMD1","7.92e-06","0","0","0","0","0","0","1","2","0","2"
"COMMD10","7.75e-06","0","0","0","0","0","0","1","8","1","1"
"COMMD2","8.44e-06","0","1","2","0","0","0","5","10","0","1"
"COMMD3","5.32e-06","0","1","1","1","0","0","0","0","1","1"
"COMMD3-BMI1","1.388e-05","0","0","1","0","0","0","0","0","0","0"
"COMMD4","9.27e-06","0","2","1","0","0","0","0","1","0","0"
"COMMD5","1.049e-05","0","0","0","0","1","0","0","6","2","0"
"COMMD6","4.31e-06","0","1","1","2","3","0","0","0","1","1"
"COMMD7","5.85e-06","0","0","2","0","0","0","0","4","2","1"
"COMMD8","5.17e-06","0","2","2","1","0","0","0","2","1","0"
"COMMD9","7.74e-06","0","0","2","0","0","0","0","5","0","5"
"COMP","5.08e-05","0","1","1","0","0","0","2","14","3","3"
"COMT","1.523e-05","0","0","2","0","1","0","3","12","2","1"
"COMTD1","9.7e-06","0","0","0","0","0","0","1","3","0","0"
"COPA","4.98e-05","0","1","0","0","0","0","3","17","0","6"
"COPB1","3.328e-05","0","0","1","0","0","0","3","18","2","2"
"COPB2","3.061e-05","0","0","0","0","0","0","3","13","3","3"
"COPE","1.653e-05","0","0","0","0","0","0","1","4","1","2"
"COPG","3.44e-05","0","0","1","0","0","0","4","14","5","4"
"COPG1","4e-05","0","0","1","0","0","0","1","4","0","0"
"COPG2","1.56e-05","0","0","0","0","0","0","2","3","1","1"
"COPS2","1.373e-05","0","1","0","0","0","0","0","0","0","0"
"COPS3","1.558e-05","0","0","0","0","0","0","0","3","0","0"
"COPS4","1.528e-05","0","0","1","0","0","0","0","1","0","2"
"COPS5","1.273e-05","0","0","0","0","0","0","0","1","0","0"
"COPS6","1.52e-05","0","0","0","0","0","0","1","1","1","1"
"COPS7A","1.305e-05","0","1","0","0","0","0","0","6","1","0"
"COPS7B","1.005e-05","0","0","3","0","0","0","0","1","0","1"
"COPS8","6.13e-06","0","0","0","0","0","0","0","2","0","0"
"COPZ1","6.44e-06","0","0","0","0","0","0","0","3","0","1"
"COQ10A","1.032e-05","0","0","1","0","0","0","1","4","2","2"
"COQ10B","9.95e-06","0","0","3","0","0","0","0","3","1","0"
"COQ2","8.35e-06","0","1","3","0","0","0","4","5","0","1"
"COQ3","1.307e-05","0","1","3","0","0","0","1","1","1","1"
"COQ4","1.763e-05","0","3","2","0","2","0","2","4","1","2"
"COQ5","1.471e-05","0","0","1","0","1","0","2","10","1","1"
"COQ6","1.801e-05","0","0","1","0","0","0","4","12","3","4"
"COQ7","1.294e-05","0","0","1","0","0","0","1","8","0","2"
"COQ9","1.335e-05","0","0","1","0","0","0","2","5","2","1"
"CORIN","4.37e-05","0","3","8","3","3","0","11","28","8","18"
"CORO1A","2.568e-05","0","0","1","1","0","0","1","6","0","0"
"CORO1B","2.94e-05","0","0","1","0","0","0","3","9","5","3"
"CORO1C","2.008e-05","0","0","0","1","0","0","1","5","0","0"
"CORO2A","2.565e-05","0","0","0","1","0","0","10","12","4","5"
"CORO2B","2.651e-05","0","1","0","0","0","0","1","6","1","1"
"CORO6","2.776e-05","0","0","1","0","0","0","2","10","3","2"
"CORO7","5.27e-05","0","1","3","2","0","0","11","46","7","10"
"CORO7-PAM16","5.95e-05","0","0","2","0","0","0","2","16","0","0"
"CORT","5.92e-06","0","0","0","0","1","0","2","1","2","1"
"COTL1","6.68e-06","0","0","0","0","0","0","0","0","0","0"
"COX10","2.137e-05","0","0","1","0","0","0","4","10","3","0"
"COX11","1.336e-05","0","0","0","0","0","0","0","2","0","0"
"COX14","2.307e-06","0","1","0","0","0","0","1","2","0","0"
"COX15","1.624e-05","0","3","6","1","0","0","1","8","3","5"
"COX16","4.32e-06","0","0","3","0","0","0","0","3","0","0"
"COX17","3.53e-06","0","0","0","0","0","0","0","0","0","0"
"COX18","1.367e-05","0","0","3","0","0","0","1","3","2","1"
"COX19","3.7e-06","0","0","0","0","0","0","2","5","0","1"
"COX20","3.68e-06","0","0","0","0","0","0","0","1","0","0"
"COX4I1","8.57e-06","0","0","0","0","0","0","1","4","0","3"
"COX4I2","8.38e-06","0","0","2","1","0","0","2","4","4","1"
"COX4NB","1.27e-05","0","0","0","0","0","0","0","8","0","0"
"COX5A","4.75e-06","0","0","0","0","0","0","2","6","0","1"
"COX5B","3.85e-06","0","0","0","0","0","0","0","1","1","1"
"COX6A1","7.18e-06","0","2","3","0","0","0","0","0","0","0"
"COX6A2","3.51e-06","0","0","0","0","0","0","0","0","0","0"
"COX6B1","4.57e-06","0","0","3","0","0","0","0","1","0","0"
"COX6B2","4.91e-06","0","0","0","0","0","0","0","1","0","0"
"COX6C","3.82e-06","0","0","0","0","1","0","0","0","0","0"
"COX7A1","4.45e-06","0","0","1","0","0","0","0","3","0","0"
"COX7A2","3.406e-06","0","1","0","0","1","0","0","3","1","1"
"COX7A2L","5.04e-06","0","0","0","0","1","0","1","1","0","0"
"COX7B","3.392e-06","0","0","0","0","0","0","0","0","0","0"
"COX7B2","2.393e-06","0","0","1","0","0","0","0","2","0","0"
"COX7C","2.446e-06","0","0","0","0","0","0","0","1","0","0"
"COX8A","4.86e-06","0","0","0","0","0","0","0","0","0","0"
"COX8C","4.64e-06","0","0","1","1","0","0","0","1","0","0"
"CP","3.73e-05","0","1","7","0","0","1","5","18","9","10"
"CPA1","2.18e-05","0","1","4","0","0","1","5","8","0","4"
"CPA2","1.645e-05","0","1","2","1","3","0","4","12","3","3"
"CPA3","1.588e-05","0","0","3","0","1","1","9","7","2","4"
"CPA4","1.91e-05","0","1","5","2","3","1","5","6","2","6"
"CPA5","1.93e-05","0","0","0","1","0","0","4","19","7","2"
"CPA6","1.565e-05","0","0","6","0","1","0","8","12","2","3"
"CPAMD8","9.03e-05","0","4","11","2","5","0","18","60","19","9"
"CPB1","1.787e-05","0","0","5","0","0","0","5","14","2","6"
"CPB2","1.62e-05","0","0","0","0","1","0","1","8","0","2"
"CPD","4.92e-05","0","0","1","0","0","0","3","15","2","5"
"CPE","2.131e-05","0","0","0","0","0","0","0","2","4","3"
"CPEB1","2.202e-05","0","0","0","0","0","0","0","15","1","4"
"CPEB2","2.188e-05","0","1","0","0","0","0","6","8","1","2"
"CPEB3","2.798e-05","0","0","0","0","0","0","1","2","1","1"
"CPEB4","2.955e-05","0","0","0","0","0","0","1","5","2","3"
"CPLX1","9.51e-06","0","1","1","0","0","0","0","2","0","2"
"CPLX2","7.34e-06","0","0","0","0","0","0","0","2","0","0"
"CPLX3","8.01e-06","0","0","0","0","0","0","2","4","0","0"
"CPLX4","5.01e-06","0","0","0","0","0","0","0","1","0","1"
"CPM","1.669e-05","0","0","0","0","1","0","1","10","7","3"
"CPN1","2.437e-05","0","1","1","1","0","0","1","8","2","4"
"CPN2","2.553e-05","0","0","1","0","1","0","3","3","0","0"
"CPNE1","2.435e-05","0","1","9","3","3","0","3","18","5","10"
"CPNE2","2.646e-05","0","0","0","0","0","0","2","3","1","2"
"CPNE3","1.858e-05","0","4","4","0","0","0","4","22","1","3"
"CPNE4","2.22e-05","0","0","1","0","0","0","1","7","0","1"
"CPNE5","3.22e-05","0","1","0","0","0","0","1","9","2","1"
"CPNE6","2.977e-05","0","0","1","0","0","0","4","16","1","3"
"CPNE7","3.01e-05","0","5","8","1","0","0","9","25","6","6"
"CPNE8","1.933e-05","0","0","4","0","0","0","1","10","1","1"
"CPNE9","2.825e-05","0","1","0","1","0","0","2","9","4","1"
"CPO","1.35e-05","0","1","0","2","1","0","2","13","4","3"
"CPOX","1.706e-05","0","0","0","0","0","0","4","8","4","0"
"CPPED1","1.854e-05","0","0","2","0","1","1","3","16","4","10"
"CPQ","1.668e-05","0","0","1","0","0","0","0","2","0","0"
"CPS1","5.34e-05","0","0","4","1","0","1","7","17","10","4"
